24.048,0.183
20.568,0.250
23.722,0.200
15.933,0.383
17.033,0.383
16.969,0.350
19.148,0.333
21.379,0.267
26.867,0.217
21.564,0.250
17.709,0.367
18.767,0.267
21.858,0.283
19.675,0.267
19.352,0.333
22.157,0.233
14.774,0.333
16.947,0.400
16.855,0.417
19.046,0.283
22.514,0.267
20.000,0.333
13.240,0.433
22.035,0.333
16.309,0.367
23.882,0.300
27.218,0.183
22.233,0.300
27.338,0.183
17.764,0.350
24.338,0.300
18.237,0.400
22.425,0.217
19.169,0.333
16.771,0.350
22.590,0.233
19.712,0.200
20.469,0.217
24.710,0.300
19.724,0.250
23.361,0.300
16.717,0.400
14.507,0.450
23.169,0.283
20.053,0.300
20.953,0.233
21.029,0.250
21.522,0.217
22.661,0.200
25.281,0.217
17.146,0.350
20.115,0.267
22.024,0.200
23.514,0.267
22.503,0.283
16.763,0.367
16.519,0.350
21.473,0.200
15.344,0.333
21.543,0.283
15.338,0.300
20.688,0.283
29.993,0.167
19.252,0.333
20.851,0.333
16.752,0.400
16.606,0.450
26.908,0.183
24.583,0.317
21.982,0.217
21.309,0.283
28.814,0.250
17.755,0.283
18.271,0.283
14.998,0.400
20.368,0.300
17.909,0.417
16.470,0.267
19.399,0.333
25.961,0.150
18.034,0.267
16.301,0.400
20.813,0.183
24.431,0.200
21.499,0.217
22.866,0.217
19.173,0.350
20.269,0.200
18.798,0.300
19.649,0.217
26.241,0.283
23.996,0.283
18.012,0.233
18.193,0.283
14.601,0.350
12.472,0.400
17.509,0.383
20.887,0.217
23.700,0.267
25.661,0.200
14.836,0.400
22.081,0.300
20.345,0.267
20.571,0.283
17.428,0.417
16.712,0.333
15.125,0.367
14.993,0.467
21.299,0.300
19.047,0.250
19.929,0.317
16.136,0.267
16.307,0.383
20.984,0.250
19.281,0.217
13.865,0.400
19.290,0.333
15.988,0.333
19.119,0.283
19.403,0.283
22.353,0.150
16.338,0.300
24.878,0.217
15.885,0.267
20.327,0.317
21.423,0.217
20.057,0.233
16.516,0.333
18.097,0.183
19.532,0.217
18.872,0.300
20.731,0.267
21.225,0.217
13.058,0.333
19.175,0.250
15.321,0.333
16.840,0.250
16.660,0.300
13.481,0.400
13.884,0.367
14.309,0.350
19.832,0.250
18.694,0.200
17.532,0.333
13.695,0.367
17.955,0.217
15.272,0.350
14.830,0.400
17.653,0.250
17.092,0.317
19.079,0.300
17.050,0.300
13.276,0.333
18.662,0.217
12.523,0.383
13.556,0.367
17.466,0.283
18.751,0.367
21.358,0.217
18.798,0.250
14.493,0.350
19.094,0.233
18.268,0.300
15.887,0.333
19.982,0.333
18.342,0.267
14.612,0.367
15.192,0.300
18.596,0.250
19.726,0.250
15.431,0.267
14.223,0.283
20.304,0.183
15.229,0.383
15.660,0.333
17.026,0.333
17.742,0.250
17.752,0.267
17.282,0.317
18.107,0.283
23.393,0.200
18.819,0.333
16.415,0.417
15.935,0.267
14.906,0.333
15.081,0.417
17.986,0.283
19.044,0.250
16.896,0.333
18.347,0.283
17.075,0.333
18.850,0.267
18.845,0.333
14.203,0.333
14.018,0.317
14.541,0.367
15.007,0.333
18.539,0.300
12.423,0.350
22.712,0.300
17.476,0.283
17.117,0.283
13.881,0.300
18.117,0.283
23.498,0.150
15.611,0.300
18.998,0.333
16.166,0.317
17.487,0.333
11.878,0.467
15.187,0.250
17.338,0.267
18.320,0.350
16.146,0.317
19.144,0.250
19.924,0.317
20.153,0.267
15.250,0.300
13.458,0.367
17.596,0.267
15.569,0.300
14.614,0.317
16.771,0.200
17.360,0.350
17.448,0.283
19.832,0.233
21.915,0.300
13.789,0.383
18.184,0.250
14.401,0.383
17.387,0.283
16.118,0.267
22.329,0.250
14.226,0.367
15.296,0.300
13.276,0.350
15.879,0.417
17.487,0.250
17.014,0.283
15.582,0.367
10.870,0.433
16.583,0.267
12.764,0.400
17.945,0.267
19.816,0.300
15.436,0.233
20.922,0.233
17.722,0.250
15.290,0.317
18.473,0.233
17.817,0.267
16.561,0.233
14.332,0.317
18.321,0.317
16.223,0.267
14.474,0.367
18.794,0.333
13.713,0.467
16.066,0.333
14.290,0.383
12.265,0.400
11.929,0.267
13.448,0.300
10.852,0.483
18.330,0.217
16.345,0.333
16.337,0.333
14.631,0.333
14.597,0.383
13.624,0.350
15.226,0.350
18.739,0.183
13.188,0.250
16.421,0.300
14.374,0.333
10.112,0.433
20.451,0.250
17.956,0.300
19.163,0.167
14.562,0.300
16.103,0.300
17.880,0.217
14.504,0.333
19.036,0.250
16.327,0.250
16.714,0.383
13.877,0.333
18.097,0.233
17.428,0.250
12.530,0.300
11.864,0.417
12.041,0.350
12.518,0.417
16.824,0.300
13.500,0.350
16.002,0.300
19.609,0.283
15.353,0.233
17.580,0.250
15.428,0.300
13.529,0.283
16.767,0.283
14.953,0.200
15.100,0.367
17.171,0.300
12.941,0.433
16.821,0.333
14.383,0.250
11.483,0.367
15.492,0.283
12.104,0.367
16.354,0.283
16.032,0.333
10.727,0.367
13.826,0.300
10.680,0.417
18.354,0.267
18.758,0.333
10.213,0.333
17.775,0.283
13.895,0.417
13.829,0.383
16.766,0.333
15.220,0.383
11.551,0.417
16.318,0.367
13.421,0.417
14.986,0.267
13.659,0.300
13.433,0.350
14.588,0.250
15.400,0.300
19.404,0.267
12.200,0.333
17.771,0.250
16.246,0.333
15.684,0.350
13.238,0.300
15.915,0.333
20.071,0.250
14.375,0.317
20.156,0.200
15.325,0.383
15.103,0.333
13.360,0.300
16.307,0.283
16.627,0.300
16.889,0.317
21.242,0.183
9.998,0.500
15.247,0.283
13.257,0.250
15.216,0.350
16.248,0.283
16.718,0.383
14.487,0.400
17.701,0.367
8.153,0.500
17.307,0.250
14.455,0.300
10.981,0.450
14.324,0.283
10.737,0.450
18.353,0.317
14.583,0.283
11.531,0.400
16.703,0.300
15.310,0.417
12.977,0.400
13.817,0.283
13.819,0.433
15.082,0.350
16.709,0.267
15.940,0.367
13.925,0.267
15.279,0.383
11.354,0.383
14.703,0.317
13.016,0.400
16.071,0.283
13.144,0.433
14.086,0.283
14.533,0.267
10.477,0.317
14.250,0.317
15.032,0.183
15.208,0.300
11.800,0.367
16.079,0.300
15.970,0.333
14.459,0.367
16.525,0.250
11.699,0.317
13.904,0.333
15.839,0.333
13.035,0.383
14.478,0.317
18.005,0.267
20.164,0.233
13.838,0.350
12.842,0.317
16.484,0.267
13.380,0.383
15.600,0.333
12.677,0.383
13.727,0.283
15.807,0.217
13.461,0.383
12.250,0.250
14.893,0.300
16.987,0.217
12.762,0.417
13.426,0.300
20.333,0.217
12.049,0.350
11.749,0.417
15.956,0.233
14.800,0.217
14.020,0.283
16.147,0.300
18.347,0.117
11.974,0.333
14.877,0.400
15.844,0.400
16.425,0.317
13.958,0.383
14.518,0.317
16.089,0.317
16.442,0.333
11.329,0.367
14.290,0.200
11.773,0.383
12.850,0.317
13.933,0.250
13.864,0.400
16.074,0.300
13.751,0.383
15.643,0.350
13.257,0.333
17.642,0.267
15.610,0.233
14.073,0.317
14.280,0.350
16.135,0.267
14.757,0.317
14.448,0.300
13.267,0.450
11.248,0.433
15.513,0.317
11.758,0.333
16.087,0.250
14.253,0.250
12.995,0.333
15.108,0.300
15.343,0.317
11.632,0.367
14.718,0.400
19.544,0.283
16.938,0.333
11.888,0.400
14.170,0.383
15.588,0.283
13.833,0.333
14.856,0.283
13.209,0.350
15.066,0.283
14.080,0.300
13.459,0.333
15.514,0.250
13.131,0.333
14.229,0.267
13.923,0.300
11.618,0.317
13.238,0.367
12.465,0.383
13.852,0.317
16.918,0.300
12.357,0.317
19.321,0.217
13.309,0.300
14.077,0.333
16.911,0.267
12.142,0.383
10.342,0.367
8.979,0.417
11.312,0.433
13.629,0.267
11.988,0.367
18.427,0.250
18.689,0.333
15.351,0.283
14.151,0.250
12.839,0.317
12.778,0.417
17.190,0.233
17.338,0.250
9.318,0.333
12.014,0.433
12.543,0.367
13.847,0.333
10.951,0.433
12.011,0.317
11.750,0.317
11.728,0.350
12.015,0.433
12.741,0.317
12.176,0.283
10.068,0.433
11.016,0.417
14.939,0.333
12.765,0.367
12.082,0.317
14.096,0.233
13.667,0.350
16.090,0.250
12.458,0.250
11.877,0.333
11.752,0.433
11.109,0.350
14.523,0.250
16.928,0.267
14.030,0.350
17.394,0.267
15.114,0.250
9.320,0.500
14.307,0.250
13.283,0.333
9.952,0.333
14.505,0.283
13.974,0.283
13.323,0.367
10.772,0.450
13.296,0.267
12.285,0.350
10.128,0.400
12.857,0.283
12.634,0.350
15.738,0.300
12.775,0.350
11.090,0.400
14.398,0.283
18.115,0.283
13.551,0.333
11.784,0.417
14.102,0.300
11.570,0.300
11.553,0.250
12.275,0.333
17.449,0.233
14.821,0.250
17.022,0.217
11.906,0.317
15.547,0.267
15.897,0.267
14.549,0.283
16.232,0.317
16.623,0.317
12.621,0.367
17.762,0.200
13.892,0.250
11.753,0.350
13.276,0.333
16.073,0.333
13.928,0.350
12.131,0.317
11.099,0.400
12.879,0.333
12.673,0.417
16.862,0.183
14.488,0.267
12.443,0.317
11.287,0.317
11.333,0.333
11.670,0.433
13.504,0.217
13.540,0.233
10.018,0.400
10.394,0.367
14.889,0.250
13.708,0.300
17.890,0.233
13.960,0.200
13.292,0.383
13.107,0.250
12.894,0.283
11.802,0.367
14.460,0.283
14.764,0.283
9.030,0.333
11.312,0.383
13.993,0.300
10.363,0.417
12.684,0.233
11.480,0.400
16.892,0.167
13.154,0.283
10.580,0.400
16.213,0.233
14.401,0.283
13.539,0.300
14.882,0.333
11.992,0.300
16.065,0.300
14.655,0.250
16.728,0.250
16.931,0.433
14.037,0.350
13.074,0.367
10.891,0.350
13.064,0.317
13.867,0.267
17.486,0.183
10.598,0.367
15.942,0.217
16.443,0.283
10.539,0.433
13.361,0.317
11.642,0.367
15.149,0.317
13.014,0.383
13.062,0.450
12.891,0.333
13.372,0.333
17.623,0.267
13.446,0.333
11.618,0.417
13.672,0.317
13.800,0.367
11.308,0.417
11.768,0.400
10.664,0.367
9.235,0.450
15.236,0.283
10.173,0.350
12.090,0.367
10.165,0.433
14.023,0.333
16.519,0.233
12.241,0.317
11.122,0.383
13.013,0.283
12.657,0.333
11.200,0.383
11.061,0.417
9.279,0.400
12.084,0.233
11.142,0.283
14.188,0.350
8.856,0.467
9.453,0.383
14.858,0.283
13.255,0.383
10.776,0.317
13.830,0.250
17.373,0.183
12.727,0.250
8.155,0.483
10.602,0.417
10.912,0.367
9.866,0.400
11.863,0.367
10.767,0.400
16.142,0.317
11.614,0.300
12.349,0.350
11.015,0.367
11.856,0.350
14.011,0.300
10.701,0.417
11.013,0.367
9.592,0.350
12.612,0.300
10.521,0.383
10.559,0.367
14.784,0.283
12.328,0.350
13.481,0.283
11.489,0.350
14.760,0.267
8.645,0.450
13.905,0.267
13.515,0.283
12.311,0.267
15.617,0.267
14.471,0.233
15.068,0.250
12.082,0.300
8.209,0.467
11.232,0.350
12.243,0.383
12.164,0.350
10.824,0.367
9.528,0.417
10.983,0.267
14.560,0.217
11.302,0.317
13.107,0.317
15.025,0.217
10.754,0.383
13.169,0.350
10.342,0.383
14.591,0.317
12.673,0.200
8.702,0.417
13.138,0.367
14.166,0.267
10.819,0.350
12.293,0.350
13.949,0.317
11.573,0.367
12.041,0.317
10.784,0.367
13.517,0.367
15.698,0.217
13.968,0.317
13.233,0.233
8.359,0.417
10.421,0.383
13.060,0.267
8.212,0.433
14.505,0.283
11.830,0.317
9.900,0.350
12.276,0.300
14.544,0.233
11.398,0.367
11.179,0.417
9.320,0.433
14.671,0.200
13.439,0.350
11.103,0.400
10.042,0.433
15.154,0.217
10.570,0.433
11.990,0.333
9.920,0.350
12.405,0.267
11.893,0.250
13.336,0.283
9.987,0.350
11.862,0.317
13.394,0.367
12.030,0.350
11.874,0.250
9.407,0.433
12.655,0.350
10.803,0.367
10.357,0.350
11.645,0.317
11.976,0.300
9.944,0.400
11.817,0.400
10.127,0.433
12.660,0.267
11.315,0.283
12.095,0.400
10.228,0.467
11.200,0.300
12.406,0.433
10.222,0.367
9.469,0.450
11.286,0.333
10.949,0.283
12.531,0.300
10.942,0.283
8.901,0.367
9.661,0.433
11.284,0.317
10.349,0.350
12.803,0.283
11.511,0.333
10.262,0.300
12.387,0.333
9.617,0.433
9.450,0.367
8.702,0.433
16.552,0.200
12.910,0.217
15.013,0.233
10.991,0.400
11.714,0.350
10.311,0.317
11.207,0.317
10.293,0.417
10.822,0.317
13.287,0.317
11.092,0.333
10.139,0.317
11.258,0.350
14.966,0.333
8.875,0.400
9.372,0.350
13.323,0.283
7.303,0.483
12.986,0.250
12.820,0.250
13.036,0.317
7.965,0.483
11.512,0.250
13.708,0.217
10.023,0.400
13.020,0.200
9.167,0.483
11.363,0.317
10.538,0.350
11.902,0.400
14.348,0.267
10.635,0.367
11.691,0.233
11.176,0.350
13.471,0.350
9.910,0.350
10.121,0.300
9.805,0.383
14.515,0.283
13.239,0.267
10.180,0.300
10.191,0.383
11.834,0.367
9.940,0.417
12.006,0.283
9.529,0.367
12.891,0.333
12.329,0.350
11.386,0.317
11.383,0.233
11.318,0.317
11.321,0.233
11.121,0.333
9.994,0.367
10.003,0.317
13.095,0.250
12.208,0.283
13.594,0.300
7.572,0.500
12.751,0.350
12.283,0.283
10.914,0.367
11.972,0.317
10.459,0.383
8.916,0.400
9.187,0.350
9.364,0.333
12.399,0.233
10.613,0.400
11.458,0.333
12.931,0.250
9.578,0.383
11.394,0.300
12.698,0.183
12.826,0.283
9.841,0.367
14.112,0.367
11.715,0.317
10.608,0.333
9.503,0.417
10.336,0.417
15.159,0.200
11.078,0.300
12.415,0.233
10.724,0.317
7.573,0.517
9.022,0.417
9.478,0.400
11.202,0.433
10.888,0.317
11.890,0.300
12.636,0.317
13.874,0.233
12.045,0.300
10.682,0.367
12.348,0.283
10.828,0.283
11.099,0.317
8.306,0.383
10.196,0.317
11.281,0.317
10.309,0.367
9.930,0.317
10.084,0.383
11.371,0.350
11.602,0.267
12.167,0.333
10.368,0.300
9.660,0.383
11.716,0.317
12.611,0.300
9.754,0.350
10.659,0.367
11.611,0.333
11.925,0.333
12.392,0.383
9.233,0.383
9.484,0.467
9.642,0.367
12.098,0.267
12.742,0.200
8.225,0.550
7.163,0.450
10.471,0.350
11.449,0.383
11.204,0.383
7.338,0.567
9.185,0.483
9.917,0.383
9.236,0.433
10.324,0.350
8.514,0.433
13.202,0.283
9.515,0.333
11.519,0.300
9.293,0.467
10.331,0.300
10.177,0.350
9.885,0.417
10.355,0.350
8.155,0.450
13.227,0.250
10.462,0.267
11.066,0.250
7.965,0.433
11.650,0.300
10.011,0.317
11.212,0.350
8.524,0.367
9.352,0.433
10.568,0.383
8.994,0.400
12.992,0.333
11.302,0.283
10.008,0.350
10.142,0.367
9.877,0.367
11.882,0.383
10.733,0.367
12.298,0.217
12.473,0.317
8.191,0.467
9.027,0.400
8.286,0.450
9.737,0.367
10.187,0.417
11.236,0.400
9.865,0.333
6.736,0.517
11.711,0.367
9.733,0.250
11.523,0.200
10.950,0.350
11.481,0.283
9.599,0.433
11.220,0.283
8.074,0.417
10.144,0.383
10.211,0.383
10.720,0.317
10.910,0.333
12.112,0.200
8.896,0.350
11.867,0.317
9.531,0.400
9.153,0.333
9.075,0.300
13.803,0.217
9.028,0.400
13.388,0.300
8.679,0.367
9.120,0.400
10.093,0.317
9.683,0.300
10.828,0.300
8.780,0.367
9.706,0.283
8.916,0.350
10.042,0.350
9.687,0.450
9.606,0.383
13.385,0.200
10.737,0.317
10.500,0.317
13.312,0.250
12.055,0.283
9.753,0.317
10.773,0.267
10.587,0.300
11.236,0.317
11.383,0.317
10.423,0.333
13.150,0.217
9.169,0.400
10.216,0.317
10.685,0.250
11.984,0.333
12.373,0.333
9.729,0.267
11.013,0.333
8.408,0.450
12.032,0.333
9.961,0.333
11.493,0.300
10.857,0.333
9.400,0.400
10.714,0.317
8.946,0.400
9.734,0.367
9.766,0.433
8.754,0.367
6.658,0.533
9.322,0.400
10.717,0.283
11.617,0.250
8.510,0.450
11.048,0.450
12.499,0.333
10.553,0.350
9.853,0.333
8.534,0.350
11.462,0.350
9.401,0.367
8.013,0.450
10.744,0.317
10.058,0.283
7.995,0.433
10.025,0.383
8.192,0.367
9.822,0.367
8.397,0.417
10.165,0.317
7.893,0.383
11.987,0.283
9.394,0.433
8.888,0.400
10.141,0.300
11.213,0.317
9.964,0.317
11.268,0.300
10.396,0.300
13.037,0.233
10.050,0.367
11.295,0.267
9.994,0.383
10.274,0.317
9.513,0.283
11.087,0.250
12.840,0.233
12.608,0.317
10.516,0.300
10.555,0.300
10.606,0.300
10.086,0.300
9.627,0.317
12.870,0.233
8.896,0.383
8.377,0.317
13.101,0.183
10.552,0.367
10.493,0.250
12.212,0.267
8.852,0.433
7.345,0.483
8.898,0.350
10.436,0.267
6.562,0.517
9.586,0.350
8.607,0.367
9.994,0.450
8.888,0.433
10.616,0.317
10.343,0.283
7.381,0.450
10.648,0.283
10.391,0.283
9.009,0.400
8.825,0.400
9.630,0.367
10.830,0.283
10.098,0.250
9.522,0.217
11.053,0.317
9.660,0.383
10.214,0.283
10.629,0.267
9.705,0.300
8.741,0.383
10.298,0.283
9.551,0.383
9.123,0.333
7.819,0.367
7.783,0.467
9.353,0.400
8.497,0.417
9.607,0.333
11.265,0.283
9.937,0.333
8.391,0.383
11.693,0.200
10.705,0.300
9.859,0.333
9.240,0.383
9.073,0.433
8.265,0.400
8.629,0.283
10.078,0.333
11.550,0.250
14.067,0.200
9.376,0.350
11.418,0.267
9.552,0.417
9.102,0.283
8.700,0.433
9.152,0.383
8.908,0.400
9.475,0.300
8.990,0.450
7.774,0.467
10.567,0.300
8.267,0.367
9.849,0.267
8.854,0.400
11.165,0.317
11.090,0.333
7.968,0.400
10.044,0.350
10.078,0.267
8.832,0.317
7.844,0.467
10.599,0.317
9.556,0.417
9.700,0.317
8.564,0.333
8.671,0.333
8.486,0.367
12.160,0.250
10.150,0.250
11.637,0.250
10.134,0.317
9.756,0.300
9.292,0.367
7.632,0.417
8.802,0.317
9.814,0.333
10.665,0.300
9.473,0.317
9.167,0.417
8.434,0.400
8.383,0.400
9.344,0.417
9.823,0.250
11.534,0.217
10.715,0.283
8.702,0.317
8.080,0.367
9.041,0.267
10.432,0.267
10.717,0.350
10.409,0.250
8.224,0.433
10.455,0.367
9.016,0.350
9.798,0.383
10.090,0.317
7.577,0.450
9.100,0.383
10.393,0.300
7.463,0.450
8.296,0.417
8.459,0.333
10.403,0.350
9.294,0.300
9.719,0.217
10.005,0.333
8.771,0.283
9.573,0.317
11.421,0.283
8.574,0.333
10.864,0.350
