1.633,0.317
1.631,0.283
1.630,0.317
1.630,0.233
1.629,0.267
1.629,0.367
1.629,0.267
1.629,0.283
1.628,0.250
1.628,0.200
1.628,0.267
1.628,0.267
1.628,0.217
1.628,0.317
1.628,0.283
1.627,0.233
1.627,0.250
1.627,0.217
1.627,0.233
1.627,0.317
1.627,0.267
1.627,0.167
1.627,0.267
1.627,0.317
1.627,0.300
1.626,0.317
1.626,0.250
1.626,0.233
1.626,0.217
1.626,0.167
1.626,0.250
1.626,0.217
1.626,0.267
1.626,0.233
1.625,0.150
1.625,0.217
1.625,0.217
1.625,0.367
1.625,0.200
1.625,0.183
1.625,0.133
1.625,0.117
1.625,0.200
1.625,0.167
1.625,0.250
1.625,0.167
1.625,0.183
1.625,0.250
1.624,0.183
1.625,0.167
1.624,0.150
1.624,0.133
1.624,0.150
1.624,0.217
1.624,0.183
1.624,0.200
1.624,0.217
1.623,0.183
1.623,0.183
1.625,0.200
1.623,0.200
1.623,0.250
1.623,0.200
1.624,0.117
1.624,0.183
1.623,0.183
1.624,0.217
1.624,0.133
1.624,0.217
1.623,0.183
1.624,0.233
1.625,0.200
1.623,0.200
1.624,0.217
1.622,0.183
1.624,0.200
1.624,0.167
1.623,0.200
1.623,0.183
1.621,0.283
1.622,0.200
1.622,0.133
1.624,0.167
1.623,0.167
1.620,0.233
1.623,0.267
1.624,0.183
1.623,0.283
1.621,0.200
1.623,0.217
1.625,0.217
1.623,0.267
1.621,0.117
1.621,0.333
1.620,0.217
1.621,0.217
1.626,0.250
1.619,0.183
1.620,0.217
1.619,0.233
1.619,0.283
1.620,0.317
1.618,0.300
1.624,0.233
1.622,0.267
1.626,0.283
1.619,0.250
1.619,0.283
1.623,0.250
1.623,0.283
1.615,0.183
1.617,0.367
1.618,0.217
1.612,0.317
1.616,0.283
1.610,0.250
1.605,0.267
1.610,0.133
1.581,0.317
1.586,0.217
1.575,0.283
1.556,0.350
1.537,0.267
1.580,0.283
1.534,0.400
1.508,0.317
1.565,0.300
1.485,0.300
1.532,0.333
1.506,0.350
1.501,0.317
1.593,0.300
1.465,0.317
1.507,0.350
1.526,0.317
1.571,0.283
1.542,0.233
1.554,0.317
1.519,0.283
1.503,0.333
1.527,0.333
1.506,0.300
1.450,0.317
1.526,0.267
1.473,0.350
1.491,0.367
1.480,0.300
1.490,0.333
1.487,0.317
1.484,0.300
1.454,0.383
1.488,0.400
1.521,0.300
1.507,0.317
1.511,0.333
1.509,0.317
1.434,0.350
1.502,0.300
1.554,0.233
1.440,0.317
1.527,0.250
1.482,0.333
1.460,0.267
1.516,0.300
1.584,0.333
1.403,0.400
1.435,0.283
1.512,0.300
1.459,0.350
1.548,0.300
1.501,0.283
1.512,0.300
1.485,0.383
1.529,0.367
1.569,0.283
1.520,0.283
1.484,0.283
1.532,0.350
1.471,0.333
1.539,0.333
1.538,0.350
1.534,0.317
1.486,0.283
1.482,0.367
1.485,0.300
1.448,0.367
1.558,0.317
1.426,0.383
1.498,0.333
1.488,0.300
1.532,0.250
1.590,0.267
1.381,0.367
1.393,0.333
1.487,0.350
1.505,0.300
1.426,0.317
1.528,0.333
1.515,0.300
1.460,0.350
1.441,0.333
1.447,0.300
1.390,0.383
1.459,0.267
1.471,0.317
1.435,0.333
1.511,0.367
1.409,0.300
1.490,0.317
1.450,0.383
1.480,0.367
1.434,0.317
